id,full_name,age,gender,email,department,salary,join_date,phone,performance_score
71,Bui Yen,44,Male,bui.yen285@gmail.com,IT,33000000.0,2016-03-24,0018366752,66.7
67,Phan Xuan,46,Female,phan.xuan564@gmail.com,Finance,35000000.0,2016-12-04,0836736576,68.7
26,Huynh Binh###,40,Female,huynh.binh195@gmail.com,IT,27000000.0,2018-04-05,0003791769,58.7
30,Vu Duc,46,Male,vu.duc977@gmail.com,Finance,32000000.0,2022-01-12,0466889373,62.3
145,Ngo Dat,54,Female,ngo.dat656@gmail.com,Sales,31000000.0,2023-10-21,0113529096,93.5
286,Ly Minh,22,Male,ly.minh391@gmail.com,SALES,9000000.0,2023-03-10,0043350488,75.0
115,Bui Linh,22,M,bui.linh681@gmail.com,Finance,14000000.0,2020-05-15,0887287431,64.9
189,Le Yen,60,Female,le.yen821@gmail.com,hr,35000000.0,2017-10-14,0201533688,61.9
236,Ho Oanh,57,Male,ho.oanh226@gmail.com,Sales,8000000.0,2024-10-13,0881435368,56.4
123,Vo Oanh,23,Male ,vo.oanh574@gmail.com,Finance,35000000.0,2023-07-27,0337524310,86.4
42,Tran Giang,31,Female,tran.giang187@gmail.com,IT,15000000.0,2023-07-20,0993867749,150
103,Vo Phuc,29,Female,vo.phuc560@gmail.com,IT,17000000.0,2016-01-10,0696325953,84.3
114,Truong Quan,34,NA,truong.quan428@gmail.com,HR,11000000.0,2016-11-19,0380262067,58.4
54,Truong Dat,24,Male,truong.dat340@gmail.com,HR,22000000.0,2016-07-04,0172400504,66.1
182,Vo Loan,46,Female,vo.loan959@gmail.com,IT,19000000.0,2018-10-11,0590599293,87.7
102,Le Hoa,32,Female,le.hoa525@gmail.com,Marketing,37000000.0,2018-06-20,0255562588,54.8
27,Ngo Thanh,47,Male,ngo.thanh251@gmail.com,Sales,14000000.0,2021-04-06,0794-794-8972,80.0
282,Ngo Thanh,55,Female,ngo.thanh150@gmail.com,HR,22000000.0,2024-12-03,0037170586,87.0
57,Ho Loan,40,Female,ho.loan122@gmail.com,Marketing,25000000.0,2015-10-28,06655,77.9
293,Vo Lan,45,Male,vo.lan875@gmail.com,Sales,,2015-04-20,0240514770,64.9
283,Tran Tien,39,Male,tran.tien851@gmail.com,Sales,27000000.0,2016-04-17,0113863383,75.7
53,Ly Chi,55,Female,ly.chi115@gmail.com,IT,34000000.0,2017-02-16,0459615865,78.2
64,Hoang Phuong,22,Female,hoang.phuong979@gmail.com,IT,16000000.0,2023-05-26,0210205395,50.7
84,Huynh Nam,24,Female,huynh.nam473@gmail.com,IT,null,2024-05-25,0738347359,94.3
264,Dinh Dat,42,Female,dinh.dat407@gmail.com,HR,11000000.0,2021-02-23,0203471754,66.2
100,Dinh Thao,27,Female,dinh.thao301@gmail.com,Finance,"20,000,000 VND",2017-11-10,0981829922,79.6
44,Truong Thao,95,Male,truong.thao395@gmail.com,HR,37000000.0,2016-11-08,0493618324,87.2
276,Vu Quan,46,Female,vu.quan430@gmail.com,IT,10000000.0,2023-09-04,0474350313,78.5
68,Pham Xuan,49,Female,pham.xuan781@gmail.com,HR,31000000.0,2017-11-16,0111161528,52.7
24,Duong Oanh,55,Male,duong.oanh472@gmail.com,finance,12000000.0,2020-10-11,0148465648,55.7
118,Pham Phuc,41,Male,pham.phuc515@gmail.com,Finance,27000000.0,2016-11-10,0593327279,66.8
31,Truong Uyen,46,Female,truong.uyen784@gmail.com,Marketing,"20,000,000 VND",2022-03-20,0806990162,89.0
256,Phan Thao,57,Female,phan.thao455@gmail.com,HR,22000000.0,2024-04-15,0690426818,9O
86,Dinh Giang,49,Male,dinh.giang327@gmail.com,Marketing,30000000.0,2015-07-02,0685361530,64.3
173,Duong Thanh,25,Male,duong.thanh828@gmail.com,HR,13000000.0,2015-04-28,0865719182,78.7
174,Ngo Anh,59,Male,huynh.phong@@gmail.com,IT,23000000.0,2019-05-28,0565574313,56.1
241,Phan Quan,31,Female,phan.quan501@gmail.com,IT,26000000.0,2017-08-17,0816580392,84.1
275,Le Dat,52,Male,le.dat296@gmail.com,HR,?,2015-02-25,0367303718,80.0
237,Huynh Nga,38,Male,huynh.nga217@gmail.com,IT,11000000.0,2023-08-21,0814141397,92.8
78,Do Giang,50,Male,do.giang580@gmail.com,Marketing,27000000.0,2019-10-02,0581477005,87.4
15,  Do Hoa	,25,Female,do.hoa614@gmail.com,Finance,18000000.0,2015-09-03,0219136193,76.1
215,Ly Tien,39,Male,ly.tien481@gmail.com,HR,"20,000,000 VND",2016-07-13,0746762120,94.2
105,Truong Thao,56,Male,truong.thao967@gmail.com,Sales,35000000.0,null,0565060983,66.3
235,Pham Thao,41,Male,pham.thao388@gmail.com,Marketing,32000000.0,null,0728326842,63.4
147,Hoang Trang,23,Female,hoang.trang207@gmail.com,HR,34000000.0,2016-02-27,0254573875,71.4
79,Le Binh,60,Female,le.binh573@gmail.com,Finance,10000000.0,2022-10-21,09abcde123,86.5
292,Le Dung,48,Female,le.dung474@gmail.com,HR,20000000.0,2020-06-20,0042597927,52.0
203,Dang Van,34,Male,dang.van629@gmail.com,finance,11000000.0,2024-07-22,0520744666,83.2
190,Bui Van,95,Male,bui.van150@gmail.com,Marketing,39000000.0,2017-01-12,0061497310,59.3
159,Truong Yen,25,Male,truong.yen201@gmail.com,Marketing,9000000.0,2016-03-15,0706324241,79.5
65,Dang Hoa,30,Female,dang.hoa638@gmail.com,Sales,12000000.0,2022-08-25,0589178390,82.7
17,Pham Anh,56,?,pham.anh618@gmail.com,HR,16000000.0,2020-02-08,0542784980,80.1
11,Tran Yen,26,Male,tran.yen385@gmail.com,Marketing,21000000.0,2023-03-24,0997376311,79.7
210,Vo Em,None,Male,vo.em703@gmail.com,Finance,18000000.0,2016-06-23,0064890901,79.4
151,Ly Tien,33,Female,ly.tien729@gmail.com,Finance,13000000.0,2017-06-04,0341252866,76.8
4,Vo Chi,46,Female,vo.chi564@gmail.com,HR,18000000.0,2020-06-07,0419283276,62.1
260,Truong Tien,22,Male,truong.tien968@gmail.com,Marketing,31000000.0,2024-06-16,0947284639,55.8
258,Ngo Nga,36,Female,ngo.nga522@gmail.com,HR,8000000.0,2019-04-10,0165182755,59.8
220,Bui Truc,57,Male,bui.truc770@gmail.com,Marketing,29000000.0,2020-01-27,0375899757,55.1
127,Bui Giang,51,NA,bui.giang675@gmail.com,Marketing,34000000.0,2023-09-05,0634351751,74.1
227,Phan Nga,57,Female,phan.nga343@gmail.com,Finance,26000000.0,2015-07-13,0658004397,87.3
7,Ly Vinh,38,Male,ly.vinh796@gmail.com,Sales,25000000.0,2020-02-10,0627048281,89.2
205,Do Binh,36,Female,do.binh328@gmail.com,HR,34000000.0,2020-06-09,0947170999,9O
126,Huynh Long,57,Female,huynh.long148@gmail.com,HR,32000000.0,2023-06-23,0662462873,88.2
75,Le Xuan,58,Female,le.xuan687@gmail.com,Marketing,34000000.0,2019-02-13,0052975161,60.9
284,Huynh Kim,57,Female,huynh.kim864@gmail.com,Sales,30000000.0,2022-12-22,0612286852,-20
81,Do Anh,43,Male,do.anh671@gmail.com,Marketing,26000000.0,2019-12-28,0925192546,55.8
230,Do Vinh,36,Male,do.vinh633@gmail.com,Sales,40000000.0,2017-07-18,0861533555,63.2
298,Bui Phuong###,43,Female,bui.phuong655@gmail.com,IT,21000000.0,2017-10-18,0324826292,64.3
266,Ly Binh,46,Female,ly.binh574@gmail.com,IT,18000000.0,2020-07-21,0996112535,64.3
225,Huynh Truc,56,Female,huynh.truc827@gmail.com,Sales,30000000.0,null,0968460810,67.1
224,Do Thao,50,Male,do.thao241@gmail.com,Marketing,40000000.0,2019-12-18,0583339452,-20
39,Phan Yen,44,Female,phan.yen377@gmail.com,HR,24000000.0,2015-04-45,0351823374,82.6
96,Nguyen Khanh,53,Female,nguyen.khanh675@gmail.com,Sales,24000000.0,2019-12-15,0394731217,57.8
267,Bui Son,60,Female,bui.son377@gmail.com,Marketing,-500000,2024-09-15,0622023413,57.5
119,Phan Quan,56,Male,phan.quan880@gmail.com,IT,13000000.0,2023-08-17,0519108839,74.1
289,Pham Nga,60,Male,pham.nga749@gmail.com,Marketing,11000000.0,2019-09-02,+5-invalid,80.3
198,Vu Nam###,35,Female,vu.nam858@gmail.com,Marketing,31000000.0,2015-09-26,0214862890,57.8
191,Bui Binh,52,Male,bui.binh415@gmail.com,Marketing,38000000.0,2022-11-09,0186256527,52.0
38,Vo Quan,53,Female,vo.quan911@gmail.com,Sales,13000000.0,2019-04-13,0349578856,94.8
245,Dang Mai,31,Male,dang.mai261@gmail.com,HR,15000000.0,2018-07-26,0517773926,51.0
297,Dang Hung,23,Female,huynh.phong@@gmail.com,IT,29000000.0,2021-11-05,0168936392,69.2
108,Bui Nhi,43,Female,bui.nhi825@gmail.com,Finance,27000000.0,2022-01-12,0516940974,93.5
85,Ly Thao,46,Female,ly.thao265@gmail.com,IT,16000000.0,2019-01-21,0758181412,62.3
253,Do Kim,25,Male,do.kim498@gmail.com,Sales,13000000.0,2017-08-20,0611435190,82.6
132,Phan Hoa,55,Male,phan.hoa959@gmail.com,Sales,11000000.0,2015-07-05,0312038750,77.8
285,Ly Trang,42,Female,ly.trang965@gmail.com,HR,34000000.0,2021-12-11,0939836845,93.3
178,Le Uyen,26,Male,le.uyen761@gmail.com, HR,16000000.0,2016-06-04,0070296670,67.2
201,Dinh Uyen,22,Female,dinh.uyen235@gmail.com,IT,8000000.0,2018-05-20,0446657437,63.6
88,Dinh Long,29,Female,dinh.long343@gmail.com,HR,15000000.0,unknown,0971179808,75.9
240,Le Son,30,Male,le.son369@gmail.com,Sales,12000000.0,2015-09-21,0099693084,74.5
80,Do Binh,54,Male,do.binh140@gmail.com,IT,36000000.0,2022-09-17,0925546659,9O
139,Le Oanh,N/A,Female,le.oanh468@gmail.com,HR,14000000.0,2017-02-06,0678886101,65.9
20,Ho Nhi,57,Male,ho.nhi540@gmail.com,IT,10000000.0,2019-06-26,,83.7
290,Ngo Nam,60,Male,ngo.nam327@gmail.com,Marketing,26000000.0,2021-03-05,0517908641,67.9
63,Dang Lan,29,Female,dang.lan193@gmail.com,IT,9000000.0,2015-06-08,0293183933,64.8
255,Vo Tien,32,Male,vo.tien468@gmail.com,IT,8000000.0,2017-02-09,0656693801,91.4
134,Vo Lan,55,Female,vo.lan934@gmail.com,HR,25000000.0,2021-02-12,0679334101,68.2
226,Tran Hoa,34,Female,tran.hoa868@gmail.com,IT,26000000.0,2019-03-27,0043805719,89.1
133,Truong Thanh,23,Male,truong.thanh644@gmail.com,Finance,34000000.0,2015-01-17,0484086211,73.6
120,Huynh Xuan,55,Female,huynh.xuan219@gmail.com,IT,39000000.0,2016-09-15,0072867908,70.8
270,Ly Loan,49,Female,ly.loan455@gmail.com,Marketing,22000000.0,2016-08-10,0564240082,99.9
135,Ngo Kim,52,Male,ngo.kim752@gmail.com,Sales,18000000.0,2016-08-28,0659180339,71.4
299,Phan Dat,29,Male,phan.dat425@gmail.com,IT,9000000.0,2017-13-10,0474231220,84.3
21,Vo Ha,300,Female,vo.ha125@gmail.com,IT,29000000.0,2021-11-28,0342160733,86.7
251,,48,Female,vu.xuan209@gmail.com,IT,35000000.0,2024-05-09,0869594636,74.8
149,Ly Nga,47,Male,ly.nga290@gmail.com,Marketing,33000000.0,2015-12-20,0379660334,83.9
234,Vo Quyen,48,Female,vo.quyen561@gmail.com,Marketing,35000000.0,2020-01-13,0180919015,91.8
243,Ho Hung,52,Female,ho.hung147@gmail.com,Sales,28000000.0,2016-12-17,0449892665,76.4
124,Duong Tien,23,Male,duong.tien311@gmail.com,Sales,14000000.0,2024-01-15,0903067383,150
146,Do Long,28,Male,do.long200@gmail.com,HR,22000000.0,2023-12-17,0899375679,81.1
10,Ngo Tuan,50,Female,ngo.tuan223@gmail.com,IT,22000000.0,2016-06-01,0983930103,53.0
9,Le Binh,53,Male,le.binh878@gmail.com,Finance,480000000,2017-11-16,0824896383,82.1
94,Ho Tien,49,Female,ho.tien754@gmail.com,Sales,12000000.0,2021-06-17,0202970213,999
194,Huynh Mai,34,male,huynh.mai143@gmail.com,Marketing,13000000.0,2021-04-27,0294511686,74.8
248,Le Nga,46,Female,le.nga235@gmail.com,Sales,9000000.0,2018-09-28,0862912799,51.8
261,Dinh Long,52,Male,dinh.long614@gmail.com,HR,33000000.0,2017-08-04,0875003691,150
69,Phan Kim,43,Male,phan.kim520@gmail.com,HR,35000000.0,2015-05-20,0451983273,88.1
129,  Pham Quan	,37,Male,pham.quan506@gmail.com,IT,28000000.0,2019-07-15,0854458771,86.1
263,Hoang Loan,36,FEMALE,hoang.loan838@gmail.com,HR,23000000.0,2023-07-28,0632270267,56.1
128,Vu Hoa,twenty five,Female,vu.hoa789@gmail.com,Finance,10000000.0,2016-04-26,0983735403,92.2
148,Ly Nam,42,Male,ly.nam407@gmail.com,Sales,15000000.0,2015-06-21,0123828258,69.2
2,Phan Duc,36,Female,phan.duc703@gmail.com,HR,8000000.0,2017-12-14,0542351161,66.2
196,Ho Duc,38,Female,ho.duc770@gmail.com,Marketing,38000000.0,2015-03-09,0629960653,52.2
186,Tran Khanh,60,Female,tran.khanh928@gmail.com,Finance,22000000.0,2024-02-16,0251355215,70.1
48,Dang Xuan,29,Female,dang.xuan985@gmail.com,Finance,8000000.0,2023-08-14,0038597703,62.0
58,Hoang Chi,24,Female,hoang.chi907@gmail.com,Marketing,10000000.0,2024-06-24,0214562328,89.4
281,Truong Kim,31,Female,truong.kim430@gmail.com,Marketing,28000000.0,2016-02-17,0102203173,54.4
209,Bui Ha,26,Male,bui.ha405@gmail.com,finance,37000000.0,2023-10-17,0562575326,50.9
116,Ly Quyen,N/A,Male,ly.quyen854@gmail.com,HR,26000000.0,2024-11-25,0329668516,80.1
142,Bui Oanh###,47,Female,bui.oanh961@gmail.com,Finance,32000000.0,2020-08-11,0692459375,58.0
184,  Huynh Xuan	,25,Male,huynh.xuan251@gmail.com,Finance,17000000.0,2016-09-28,0515691545,56.1
287,Hoang Chi,24,Female,hoang.chi464@gmail.com,IT,16000000.0,2019-06-19,0334419693,83.0
187,Dang Mai,37,Male,dang.mai458@gmail.com,HR,14000000.0,2015-01-13,0762676586,54.6
272,Vo Ha,46,Female,vo.ha325@gmail.com, HR,13000000.0,2021-11-08,0894484631,58.2
160,Dang Binh,45,Male,dang.binh153@gmail.com,Marketing,27000000.0,2018-07-21,0110371293,73.4
109,Vo Hoa,59,Female,vo.hoa274@gmail.com,Finance,32000000.0,2017-11-08,0091307562,68.6
155,  Ho Binh	,50,Male,ho.binh894@gmail.com,IT,21000000.0,2024-12-12,0962923309,65.8
179,Duong Khanh,44,Male,duong.khanh291@gmail.com,HR,25000000.0,2022-03-02,0999347687,52.7
117,Huynh Em,91,Female,huynh.em354@gmail.com,Sales,24000000.0,2021-04-15,0454990453,52.8
207,Huynh Xuan,88,Male,huynh.xuan562@gmail.com,HR,21000000.0,2017-10-25,0271296666,93.4
165,Duong Tuan,56,Male,duong.tuan881@gmail.com,Marketing,12000000.0,2015-10-03,0043006848,84.5
212,Hoang Duc,28,Male,null,Sales,14000000.0,2022-04-20,0348356420,74.7
22,Ly Trang,41,Male,ly.trang328@gmail.com,null,20000000.0,2021-06-09,0145868501,89.5
202,Dinh Tien,47,Male,dinh.tien107@gmail.com,Finance,31000000.0,?,0944171545,88.8
218,Huynh Truc,52,Female,huynh.truc990@gmail.com,IT,12000000.0,2022-06-08,0794-794-8972,53.5
169,Tran Thanh,58,Male,tran.thanh476@gmail.com,IT,24000000.0,2016-10-22,0138000307,66.4
125,Tran Em,54,Female,tran.em339@gmail.com,finance,28000000.0,2024-10-25,0534283644,52.7
185,Huynh Long,53,Female,huynh.long278@gmail.com,Finance,30000000.0,2018-11-19,0264422096,88.3
37,Do Khanh,53,Male,do.khanh463@gmail.com,HR,29000000.0,2019-10-23,0480831367,75.0
5,Phan Nga,42,Male,phan.nga334@gmail.com,Sales,28000000.0,2021-05-03,0395376724,56.3
166,Duong Minh,27,Male,duong.minh384@gmail.com,SALES,27000000.0,2016-09-07,0285691463,52.6
19,Tran Binh,49,Female,tran.binh145@gmail.com,Sales,29000000.0,2017-11-09,0278680112,74.6
252,Phan Quan,33,Female,phan.quan672@gmail.com,Finance,38000000.0,2019-05-19,0562137213,72.9
35,Bui Phuong,29,Male,bui.phuong455@gmail.com,Finance,35000000.0,2020-02-17,0506716572,69.6
300,  Dang Phuong	,58,Male,dang.phuong710@gmail.com,IT,22000000.0,2015-06-03,0728975267,71.3
172,Truong Lan,56,Male,truong.lan254@gmail.com,Sales,-500000,2015-04-18,0505064138,94.2
74,Dang Thao,42,Male,dang.thao107@gmail.com,Marketting,35000000.0,2017-03-13,0838851606,50.8
288,Do Quan,33,Female,do.quan945@gmail.com,Finance,14000000.0,2024-11-10,0096105566,5.0
296,Vu Truc,51,Male,vu.truc140@gmail.com,IT,27000000.0,2020-08-13,0205554384,86.5
93,Le Long,27,Female,le.long716@gmail.com,IT,26000000.0,2020-02-03,0544796275,70.1
99,-,51,Female,le.nam231@gmail.com,Finance,19000000.0,2017-07-17,0018242253,65.6
143,Ngo Xuan,40,Female,ngo.xuan689@gmail.com,IT,480000000,2021-05-27,0651939828,51.2
49,  Hoang Thao	,50,Female,hoang.thao224@gmail.com,Sales,23000000.0,2017-05-18,0086131712,72.4
278,Do Hoa,25,Female,do.hoa760@gmail.com,IT,14000000.0,2017-08-08,0585730652,61.3
122,Hoang Duc,45,Female,hoang.duc559@gmail.com,Marketing,32000000.0,2016-11-22,0825128682,5.0
45,Le Hoa,32,Female,le.hoa709@gmail.com,Finance,-1000000,2022-02-15,0464887719,51.8
170,Hoang Khanh,24,Female,hoang.khanh329@gmail.com,HR,23000000.0,2021-12-11,0419518023,86.2
55,Duong Giang,37,Female,duong.giang679@gmail.com,IT,18000000.0,2017-02-20,0693792374,70.7
140,Le Phuong,60,Female,le.phuong984@gmail.com,Marketing,8000000.0,2019-07-13,0183982622,62.1
271,Truong Dat,22,Female,truong.dat873@gmail.com,Marketing,27000000.0,2015-07-26,0493085368,99.5
233,Duong Chi,35,Female,duong.chi762@gmail.com,Sales,17000000.0,2015-08-23,0501102481,75.9
249,Phan Truc,29,male,phan.truc593@gmail.com,IT,8000000.0,2021-09-14,0508637659,86.2
98,Phan Loan,45,Female,phan.loan922@gmail.com,Finance,16000000.0,2024-02-03,0467866912,93.8
183,Truong Dat,41,Male,truong.dat602@gmail.com,Sales,13000000.0,2015-04-20,0308705932,65.3
82,Le Van,57,Female,le.van758@gmail.com,HR,abc,2023-02-21,0685054235,92.6
161,Ly Oanh,22,Female,ly.oanh936@gmail.com,Sales,35000000.0,2017-08-03,?,67.2
262,Dang Khanh,57,Female,dang.khanh342@gmail.com,HR,38000000.0,2024-06-12,0276365564,70.3
152,Ngo Long,33,FEMALE,ngo.long750@gmail.com,Finance,19000000.0,2023-03-16,0422579050,71.8
180,Dang Hung,30,Female,dang.hung304@gmail.com,Finance,23000000.0,2023-01-13,0578759856,62.2
111,Dang Tien,52,Male,dang.tien352@gmail.com,HR,27000000.0,2018-05-25,0437575844,55.5
61,Le Phuc,41,Female,le.phuc219@gmail.com,IT,10000000.0,2015-05-16,0113826758,68.9
8,Bui Truc,60,None,bui.truc256@gmail.com,HR,18000000.0,2023-09-01,0957015430,60.8
222,Ngo Mai,51,Male,ngo.mai833@gmail.com,HR,14000000.0,2021-01-21,0917798270,73.9
73,Dinh Dung,44,Female,dinh.dung213@gmail.com,HR,39000000.0,2023-11-10,0036900343,84.5
295,  Nguyen Anh	,46,Female,nguyen.anh778@gmail.com,HR,14000000.0,2015-05-28,0636815798,54.0
29,Bui Phong,39,Female,bui.phong427@gmail.com,Finance,13000000.0,2017-03-08,0623166587,68.7
92,Vu Thao,44,Male,vu.thao986@gmail.com,HR,25000000.0,2016-06-14,0676527758,62.0
211,Nguyen Hoa,29,Female,nguyen.hoa554@gmail.com,Marketing,15000000.0,2023-05-16,0230461849,77.3
144,Ly Mai,95,Female,ly.mai951@gmail.com,Sales,34000000.0,2022-03-21,0434266179,71.6
181,Nguyen Xuan,60,Male,nguyen.xuan130@gmail.com,HR,11000000.0,2022-09-12,0932133480,84.4
269,?,30,Male,bui.nam639@gmail.com,IT,9000000.0,2015-11-12,0577848728,58.0
14,Huynh Hung,22,Female,huynh.hung371@gmail.com,Marketing,26000000.0,2021-12-24,0872343098,99.9
141,Dang Thanh,31,Male,dang.thanh271@gmail.com,Marketing,25000000.0,2021-05-16,0154379937,54.8
231,Dinh Quan,57,FEMALE,dinh.quan217@gmail.com,HR,36000000.0,2018-11-20,0930561648,82.6
95,Ho Tuan,46,Male,ho.tuan719@gmail.com,IT,36000000.0,2020-06-15,+5-invalid,93.2
16,Tran Tien,27,Female,tran.tien773@gmail.com,Finance,28000000.0,2019-04-22,0534624751,50.4
268,Pham Chi,26,Female,pham.chi661@gmail.com,Sales,9000000.0,2021-09-25,0114921643,61.1
219,,50,Male,ly.loan977@gmail.com,Marketing,36000000.0,2020-02-16,0016608801,85.6
33,Ho Nga,26,Male,ho.nga872@gmail.com,Sales,23000000.0,2018-01-20,0232719374,84.5
217,  Dang Xuan	,22,Male,dang.xuan785@gmail.com,HR,14000000.0,2021-11-24,0375628900,79.0
104,Truong Truc,51,Female,null,Marketing,9000000.0,2016-07-17,0733950047,76.9
131,Vo Hung,58,Male,vo.hung611@gmail.com,Finance,29000000.0,2019-08-24,0772522872,91.3
157,Do Phong,47,Female,do.phong245@gmail.com,Finance,25000000.0,2021-07-15,0116845775,76.2
3,  Ho Phuong	,38,Male,ho.phuong847@gmail.com,Marketing,15000000.0,2021-02-18,0495931034,94.3
265,Phan Kim,38,Female,phan.kim120@gmail.com,Marketing,15000000.0,2020-11-20,0399824558,71.9
23,Dang Khanh,59,Female,dang.khanh139@gmail.com,Sales,35000000.0,2020-12-26,0569816934,150
274,Nguyen Nga,-5,Male,nguyen.nga115@gmail.com,Marketing,21000000.0,2020-07-10,0757051204,84.9
177,Phan Kim,37,Male,phan.kim573@gmail.com,Sales,abc,2016-01-02,0323651994,91.3
294,Phan Mai,35,Male ,phan.mai661@gmail.com,Marketing,17000000.0,2015-07-19,0804204394,52.4
156,Dang Phuong,56,Male,dang.phuong431@gmail.com,HR,26000000.0,2024-05-28,0812604223,56.6
154,Ly Loan,53,Male,ly.loan686@gmail.com,Sales,25000000.0,2023-06-18,0078361340,70.2
163,Ngo Trang,49,Female,ngo.trang910@gmail.com,IT,23000000.0,2019-11-03,0389994043,73.3
106,Bui Anh,46,Female,bui.anh882@gmail.com,Finance,25000000.0,2024-11-20,0121655852,59.0
101,Do Loan,24,Male,do.loan183@gmail.com,Sales,24000000.0,2018-10-14,0907844736,63.4
